summary,city,state,date_time,shape,text,city_latitude,city_longitude
"In daylight, oval object traveled across sky from west to east flashing a red light at irregular intervals - Volusia County, FL.",DeBary,FL,2015-01-02T17:00:00,oval,"In daylight, oval object traveled across sky from west to east flashing a red light at irregular intervals - Volusia County, FL. On January 2, 2014, we were at Gemini Springs Park in Deltona, FL.  Still full daylight, at about 5:00 pm, we saw an oval-shaped object high in the sky, traveling at a moderate steady speed, in a direction from west to east.   The object was in view for at least three minutes, as it traversed the sky.   Although difficult to say what color it was (possibly tan or orange?), it clearly emitted a bright red light every few seconds, but sporadically, not at regular intervals.",28.8939,-81.3194
I watched a streak of light move in a southerly direction heading downward eventually disappearing behind the Olympic Mountains.,Everett,WA,1999-09-25T19:15:00,light,"I watched a streak of light move in a southerly direction heading downward eventually disappearing behind the Olympic Mountains. I live on the bluff above the North Everett waterfront.  This evening I had a clear view of the south end of Whidbey Island and the Olympic Mountains behind.  I was watching the sky from my window and saw a streak of light that appeared to be moving very slowly at an angle of 25-35 degrees in a southerly direction.  I looked at it through my 8X binoculars, when I first saw the streak and it was near the middle of the field of view with the lower edge of the field on the water/Whidbey Island edge. (I don't know if that is helpful - it's a way to locate raptors for birdwatchers.) I was able to watch the streak through my spotting scope which has a zoom lens 20X to 50X, and it looked like dense orange burning gasses getting less dense toward the end, but not fading very much.  I could see no object associated with this streak of light, just the look of roiling, burning gasses.  It did not leave a trail as it moved, but moved as one entity.  As the streak was moving toward then behind the mountains, it passed an adjacent mountain peak, possibly Mt. Olympus.  The streak was about 2/3 the size of the silouetted slope of that mountain peak, so it must have been very large.  Mt. Olympus is about 70-80 miles away as the crow flies from Everett.  I am not sure about the length of time of the observation, but I had time to get my binoculars across the room, watch through my binoculars for a short while, go across the room, get my spotting scope set up, find the streak in my scope, which took a little while because I could no longer see it with my naked eye and had to check again with my binoculars to get a location, and watched the streak until it went behind the mountains.  I work for Snohomish County Surface Water Management as a watershed steward for the Snohomish River basin.  I have never seen anything like this before.  One more thing, it probably moving westerly as well since at first I could see it without optics, then it must have gotten farther away since I could only find it again by using my binoculars.",47.92466490727532,-122.21939985734664
6 bright red glowing spheres.,Bridgeport,CT,2015-01-02T18:00:00,sphere,6 bright red glowing spheres. Six red spheres hovering in vertical formation over Long Island in 2-2-2 formation.   Seen from Bridgeport Harbor (Port 5 - by Captain's Cove)   Stationary.,41.19200961038961,-73.20145714285715
Saw 9 red lights disappear...so scared.,Nampa,ID,2015-01-02T23:00:00,unknown,"Saw 9 red lights disappear...so scared. Husband and his friend first saw 9 red lights gathered together and when my sister in law and I came out, we saw two.  They disappeared like candles being blown out.",43.56891901408451,-116.56197605633803
"Witness a strange event on 1-2-2015 (Lima, Ohio)  There was 3 of them.  Did not appear large. They all had mostly steady red lights wit",Lima,OH,2015-01-02T22:00:00,diamond,"Witness a strange event on 1-2-2015 (Lima, Ohio).   There was 3 of them.  Did not appear large.  They all had mostly steady red lights with a hint of white lights.  Not blinking.  Very quiet.  They singly appeared from out of the east sky and had a floating movements heading into the north sky and then faded away out of sight.",40.75656806282723,-84.10107591623037
Reddish orange triangular pattern of lights.,Kennewick,WA,2015-01-02T21:00:00,light,"reddish orange triangular pattern of lights. At approximately 9:00 pm on January 2, 2015, I stepped out on my back porch to have a cigarette.  In the south eastern sky I saw a triangular pattern of lights.  The lights were reddish orange in color; the brightest of the lights was at the top point of the triangle.   The two bottom points of the triangle were slightly dimmer.  There were dimmer lights along the connecting points of the triangle.   It took me a minute to comprehend what I was seeing, it was amazing.  As the lights were getting dimmer, I shouted to my sister in the house to hurry and come see this.   When I first saw this triangle there were approximately 10 lights.  By the time my sister saw them, there were only about 5, with the brighter points of the triangle still visible.   All of the lights got dimmer and faded away, some of the lights veered off from the triangular pattern.",46.17882291666667,-119.16297812500001
8 lights in the sky.,San Antonio,TX,2015-01-03T19:00:00,light,8 lights in the sky. We saw 3 lights hovering in the sky followed by 5 more lights that appeared from nowhere. Look like they were following another unknown object.  Took video…  Then just like that they vanished,29.488865917141535,-98.4752404435546
"Shiny, metal, objects flew over my house.  I have video.",Jacksonville,FL,2015-01-25T10:30:00,circle,"Shiny metal objects flew over my house, I have video. I was outside flying a quadcopter and looking up and spotted a group of shiny objects heading Northeast at a fairly fast rate.  They were ""dancing"" around each other including going backwards, I assume they were slightly above cloud height.  There was no sound, although I can't hear aircraft at that height either, they clearly were not aircraft or balloons.  I ran and grabbed my cell phone and recorded about a minute of it.",30.266904680969628,-81.6163728336584
Seagulls morph into glowing UFO's.  ((NUFORC Note:  Images are not apparent in video provided by witness.  PD)),Los Angeles,CA,2015-01-25T11:40:00,light,"Seagulls morph into glowing UFO's Location:  Los Angeles, Ca/Playa Vista 90066  		South East in the sky (Very High Up)  Time:   11:41AM/1140hrs   Duration:  2 Minutes tops   Sighting:   I stepped outside my upstairs patio to enjoy a cup of coffee this afternoon.  I looked up to admire the beautiful weather and the clear sky.   I noticed a group of seagulls flying in formation.  They passed, then three seagulls remained flying in the air without the rest of the group.   As I continued to watch the birds I kept thinking my mind was playing tricks on me due to the height of the birds.  They seemed to be flying higher and higher in the sky with a swirl type motion without flapping their wings.  Then the more I looked at the birds, the wings seemed to morph into their bodies.   I was only able to focus on one bird as they appeared smaller.  It got smaller and smaller then turned into a white dot in the sky.   The next thing that happened is that it started to glow a white bright light.   Then, lastly, it turned into a tiny, red, glowing dot in the sky.  It was the size of a tiny star in the sky, but glowing red in broad daylight in a clear blue sky.   It was the most bizarre thing I think I ever witnessed.   Basically, I saw a seagull turn into a glowing orb.   The best part about it was I caught it on my iPhone.  It is very hard to see. ((NUFORC Note:  Images are not apparent in video provided by witness.  PD))",34.05070709047974,-118.27993506711411
"Greenish blue fireball which appeared to be quite large in size.  Arced toward earth in a west to east direction but north of Ewen, MI.",Ewen,MI,1999-09-25T20:00:00,fireball,"Greenish blue fireball which appeared to be quite large in size.  Arced toward earth in a west to east direction but north of Ewen, MI. This occurred at the time that moon was rising and approaching full moon which was to occur the following morning.",46.5618,-89.3645
"Pinkish hue circle in the sky East, North Eastern sky.",Bunnlevel,NC,2015-01-25T20:10:00,circle,"Pinkish hue circle in the sky East, North Eastern sky. Pinkish hue circle in the sky West, North Western sky.  Other witness saw the same thing while travelling North-Westbound toward Raleigh. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",35.3177,-78.8598
"Solid red light with a blinking green light in the sky in Lacey, WA.",Lacey,WA,2015-01-24T22:10:00,unknown,"Solid red light with a blinking green light in the sky in Lacey, WA. I was out side the house and I looked up to see a red light that had evidently just pass over me from behind.  Though I do not know how high it was, it did not seem to be be more than several thousand feet up. The fact that I heard no noise was strange.  All the time the object was red with a green blinking light. The object continued on a short ways in front of me(heading south)and then it hovered for a short while and then backed up, then in move to my right (west) and stopped again.  I just went outside again and I note it is overcast outside.  As the red light did not seem to be obscured at all, this seems to verify the fact that it could not have been to high in the sky. Aside from me my mother also saw this after I called her out side. She is 93 and I am in my mid 50's.  I am college educated and have seen aircraft all of my life.  As Ft. Lewis in nearby, I am accustom to seeing the aircraft they operate a lot and this was nothing like like a helicopter.  When it stopped there was no deceleration and when it moved again there was no acceleration.  Though its speed was about the same as a helicopter, the fact that it made no noise at all makes me think it was something else. As it flew away, it was heading to the southwest towards the Olympia Airport.",47.02590722891566,-122.79733855421686
7 fireballs take exact path in sky at intervals.,Spring,TX,2015-01-24T23:15:00,fireball,"7 fireballs take exact path in sky at intervals. Walking dog in neighborhood I noticed 1st reddish what appeared like a ball of fire.  It did not ascend but just appeared in sky.  About 40 sec later a 2nd and another 40 sec a 3rd.  They took exact same path.  About 3-4 min later it happened again like the aforementioned.  Then 3-4 min later it was just 1 but same appearance and same path as previous 6.   I am a pilot so know aircraft lighting configurations and they were not aircraft and it was very quiet, no noise of jets.   I thought maybe those Chinese lanterns, but they did not ascend from ground, just suddenly appeared in sky, approx. 45 degrees from horizon.",30.106909170305677,-95.4739580786026
"14 yellowish circle of lights seen by 4 people east of Anacortes, WA, for 5 minutes on 1-24-2015 at 23:30.",Anacortes,WA,2015-01-24T23:30:00,circle,"14 yellowish circle of lights seen by 4 people east of Anacortes, WA.  For 5 minutes on 1-24-2015 at 23:30 TO:  UFO REPORTING CENTER  DATE:  SATURDAY, JANUARY 24.  TIME: 23:30  PLACE:  2 MILES EAST OF THE CITY OF ANACORTES, WA, ON STATE HIGHWAY 20.   My wife and I were coming home from a play in Bellingham.  I was driving West on St Highway 20, 3 miles east of Anacortes.   As I was watching the next set of traffic lights, I noticed something that caught my eye above the traffic lights.  They seemed to be off the coast and over the water.  I drove through the intersection and they were still there.  There were about 8 yellowish colored lights in a circle about 25 degrees above the horizon. Down and to the left of the larger circle formation there was another formation.  It was smaller, maybe 5 lights.  The lights stayed in place, and did not change their relationship for a couple minutes.   We then pulled over on the highway near another car that had stopped and was also looking at the lights.  Then the lights started to change their spatial relationship with the other lights.  There was no audible noise.    The lights then started to just fade out one at a time.  It was cloudy and some fog outside.  My wife during this time had gotten out of the car and was attempting to photograph them with her phone. We live in Oak Harbor, which is home to Whidbey Naval Air Base.  We are very familiar with the Navy planes.  They usually fly in pairs and at most 3-4 planes in a formation.   I am a private pilot and very familiar with the airspace and the planes that fly in it.  It was hard to judge how far away the lights were, but they were not airplanes or helicopters.",48.4648,-122.6092
"While laying in bed, I looked out of the window and saw a set of what looked like four lights hovering in the sky.",Jacksonville,FL,2015-01-25T21:00:00,light,"On 01/25/15 at 9pm while laying in bed I looked out of the window and saw a set of what looked like four lights hovering in the sky. The lights were in a rectangular shape and larger and brighter than the surrounding stars. I witnessed several planes (more than ten and a very loud helicopter)fly by the area where the lights were so I could tell it was not a plane.  It was very big, very bright, very still and very quite. Now my neighborhood has alot of dogs and is normally a bit noisy, but since seeing and watching the lights in the sky it was absolutely silent outside. After about two and a half hours of watching the sky the lights appeared to shift into what looked like one light that wasn't as bright as the four. The lights then began to move slowly behind my house out of my sight to which I ran outside to see how far it had moved, and it was gone. I continued to watch the sky for about thirty minutes, as I was still stunned and shocked that the enormous light had disappeared so quickly. I also noticed that the planes that were flying by had stopped as well.  By this time its 11pm and I went to bed.",30.266904680969628,-81.6163728336584
"Sphere looking object with extremely bright lights and one blue light, none of them blinking, hovering over Ga. 400, exits 12-13.",Cumming,GA,2015-01-25T21:03:00,sphere,"Sphere looking object with extremely bright lights and one blue light, none of them blinking, hovering over Ga. 400, exits 12-13. My daughters and I were heading home from church, northbound on 400 around 9:00pm, between exits 12 and 13, just past the Siemens.  I spotted a bright object in the sky up ahead and as we were talking, I kept noticing the object wasn't moving and was getting closer, meaning we were moving and the object wasn't. I finally said to my daughters, ""Look at that thing in the sky.""  Neither of them believed and didn't look up...I am always pulling jokes on them and being silly.  One of my daughters said it was probably a star, sarcastically, but the night sky was completely overcast...not a star in the sky.  The back drop was an orange tint to the skyline. When I finally said it again, we were almost under it and my curiosity grew when I didn't see a pole anywhere in site.  I was thinking it was one of those towers with brinking lights, only they weren't blinking.  As we got right under the object, my other daughter finally looked out the window and almost cussed, saying, ""Holy.....oh my gosh dad!!!!""   She rolled the window down and started making out what she was seeing.  She said it was a longer shaped sphere, no wings, no propellers, about 300-400 feet in the air.  There were 2 extremely bright lights on either side of the object and a blue lights that looked like it was underneath or coming from inside.  It hovered, completely motionless as we passed by....my other daughter wanted to see it but the other daughters head and body were in the way.   I told her to look out the back window and that's when they both said it was gone.... I pulled off of exit 13 and drove back down to exit 12 to see if we could see it again and unfortunately, it was gone. I am posting this because I don't believe in aliens, but I can tell you that I have no idea what we just saw, and want some answers.  Just the fact that I am posting this on this site is enough for me to ask, what the heck was that?",34.17941111111111,-84.1402945386064
Diamond shape large object with 5 smaller objects duration 2 hrs,Reno,NV,2015-01-26T00:00:00,formation,"Diamond shape large object with 5 smaller objects duration 2 hrs One very large object diamond shape in the sky SW. It moved horizontally, slightly while one smaller object to its left.  As the large object would move toward it it would back up.  This went on for an hour.   Then 1:00 am 4 other objects speared Below the large craft, quite a bit lower in an upside down T.  They were moving extremely slow.   I fell asleep around 2:00 am.  I was only awake because I have an Injury.  I got up to take an Advil.  I do not take drugs.",39.50650741150443,-119.8174511061947
"I saw a light above the tree line to the W, it was flashing blue, white, green, and a bit of red.  ((NUFORC Note: Twinkling star?  PD))",Aberdeen,WA,2015-01-26T01:10:00,light,"I saw a light above the tree line to the west, it was flashing blue, white, green, and I thought I saw a bit of red sometimes.  The object would hover in place for a short time, then quickly accelerate in a direction, then hover again, the object did this many times and in many directions.  After about 20 minutes a second light east of the first caught my eye doing the same motions, but this one was solid yellow/light orange.   I got bored of watching after nearly an hour and went inside. ((NUFORC Note:  Possible sighting of a star or planet??  PD))",46.8841,-123.99499999999999
Blinking red green blue and amber light,Eaton rapids,MI,2015-01-26T03:30:00,light,"Blinking red green blue and amber light I was driving home from work heading south from Lansing to eaton rapids. I looked over towards Orion's Belt and roughly 30 degrees to the left of the Orion constellation I seen a colorful light blinking blue, green, red and maybe amber. I see this same light frequently. From my front door facing west I seem the light about 40 degrees to my left.  I went inside to get my phone and Try to record it. I was inside for approximately 15 seconds.  I returned to my porch and it had moved to directly in front of me.  It was very far away so it had to have covered a great distance in that shot Period of time. Unfortunately, I didn't get to physically see it travel, although I am certain it was the same object I had just observed with my wife.  15 seconds prior to the movement.  I then watched it slowly travel a distance of roughly 10 degrees to my right in a period of 15 minutes before it blinked out. ((NUFORC Note:  Witness elects to remain totally anonymous; provides little contact information.  PD))",42.5103,-84.6637
MADAR Node 83,Pueblo,CO,2020-04-26T19:58:00,,MADAR Node 83,38.27602697368422,-104.66346271929824
silver cigar shape,Nashville,TN,1999-09-25T20:00:00,cigar,"silver cigar shape I'm not sure if what I saw is anomalous or not, but it seemed odd to me. It was a silver/metallic, apparently cigar shaped object (maybe smaller in the middle?). I couldn't see any wings and it didn't make any noise that I could hear. An airplane passing below it going in the opposite direction (eastish?) made me notice that the object didn't have any sort of lights- only the reflection of the sun on its surface. I know nothing about airplanes. The only thing I can tell you about how high it was is that the airplane below it (a big commercial one coming in for a landing at Nash. airport) was red in the setting sun and the object was still in bright sunlight. It didn't zip across the sky; it was there before the airplane flew over and it was there for a while after it was gone. It moved in a precise, high arc across the sky.",36.13170004240882,-86.7768134860051
